+0 +0 +0 0 -2.830120e-03 +7.579667e-07 
+0 +0 +0 1 -1.681031e-03 -9.400872e-06 
+0 +0 +0 2 -1.140465e-03 -1.510722e-05 
+0 +0 +0 3 -8.169414e-04 -4.372957e-06 
+0 +0 +0 4 -6.881083e-04 -6.192954e-06 
+0 +0 +0 5 -5.235673e-04 -1.122400e-06 
+0 +0 +0 6 -3.897568e-04 -5.738952e-06 
+0 +0 +0 7 -3.194918e-04 -1.839708e-06 
+0 +0 +0 8 -2.712117e-04 +2.573795e-06 
+0 +0 +0 9 -2.150179e-04 +1.521837e-06 
+0 +0 +0 10 -1.636011e-04 +1.719551e-06 
+0 +0 +0 11 -1.214982e-04 +2.493595e-06 
+0 +0 +0 12 -8.806180e-05 +2.801174e-07 
+0 +0 +0 13 -7.370075e-05 -3.011911e-07 
+0 +0 +0 14 -6.022137e-05 -1.282989e-06 
+0 +0 +0 15 -4.616198e-05 -2.275803e-06 
+0 +0 +0 16 -3.809866e-05 -1.920296e-06 
+0 +0 +0 17 -2.748051e-05 -1.315411e-06 
+0 +0 +0 18 -2.174518e-05 -5.785266e-07 
+0 +0 +0 19 -1.655295e-05 -7.697338e-07 
+0 +0 +0 20 -1.316714e-05 -3.858260e-07 
+0 +0 +0 21 -1.095431e-05 -4.482034e-07 
+0 +0 +0 22 -8.296218e-06 -4.463553e-07 
+0 +0 +0 23 -6.160701e-06 -3.829936e-07 
+0 +0 +0 24 -4.788724e-06 -4.403763e-07 
+0 +0 +0 25 -3.819299e-06 -2.694699e-07 
+0 +0 +0 26 -3.025139e-06 -2.585682e-07 
+0 +0 +0 27 -2.374216e-06 -2.220989e-07 
+0 +0 +0 28 -2.013700e-06 -1.437796e-07 
+0 +0 +0 29 -1.787690e-06 -9.827539e-08 
+0 +0 +0 30 -1.578406e-06 -4.310412e-08 
+0 +0 +0 31 -1.361390e-06 +1.231640e-08 
+0 +0 +0 32 -1.224283e-06 +5.032462e-08 
+0 +0 +0 33 -1.332288e-06 +3.694605e-08 
+0 +0 +0 34 -1.532995e-06 +3.857421e-08 
+0 +0 +0 35 -1.724254e-06 +1.203628e-07 
+0 +0 +0 36 -1.937766e-06 +1.636833e-07 
+0 +0 +0 37 -2.369411e-06 +1.818210e-07 
+0 +0 +0 38 -2.857971e-06 +2.249251e-07 
+0 +0 +0 39 -3.568543e-06 +2.877555e-07 
+0 +0 +0 40 -4.686567e-06 +4.578048e-07 
+0 +0 +0 41 -6.541219e-06 +6.447745e-07 
+0 +0 +0 42 -8.000389e-06 +9.675200e-07 
+0 +0 +0 43 -1.020094e-05 +1.103008e-06 
+0 +0 +0 44 -1.325376e-05 +1.403869e-06 
+0 +0 +0 45 -1.529137e-05 +1.492739e-06 
+0 +0 +0 46 -1.824322e-05 +1.588857e-06 
+0 +0 +0 47 -2.563850e-05 +2.176480e-06 
+0 +0 +0 48 -3.587605e-05 +2.793627e-06 
+0 +0 +0 49 -4.629078e-05 +5.344212e-06 
+0 +0 +0 50 -5.668172e-05 +6.341208e-06 
+0 +0 +0 51 -7.627248e-05 +7.718791e-06 
+0 +0 +0 52 -1.033875e-04 +9.247175e-06 
+0 +0 +0 53 -1.236916e-04 +1.036514e-05 
+0 +0 +0 54 -1.543598e-04 +9.465038e-06 
+0 +0 +0 55 -1.867124e-04 +7.821520e-06 
+0 +0 +0 56 -2.286910e-04 +8.737145e-06 
+0 +0 +0 57 -2.917230e-04 +1.214135e-05 
+0 +0 +0 58 -3.745279e-04 +1.481733e-05 
+0 +0 +0 59 -4.985962e-04 +1.806600e-05 
+0 +0 +0 60 -6.604507e-04 +1.590317e-05 
+0 +0 +0 61 -8.773083e-04 +1.624095e-05 
+0 +0 +0 62 -1.230501e-03 +2.106134e-05 
+0 +0 +0 63 -1.924054e-03 +3.871496e-05 
-1 +0 +0 0 -2.017550e-03 -6.941902e-06 
-1 +0 +0 1 -1.075534e-03 -4.223358e-05 
-1 +0 +0 2 -6.757791e-04 -1.808403e-05 
-1 +0 +0 3 -4.436224e-04 -1.831529e-05 
-1 +0 +0 4 -3.564257e-04 +8.106480e-06 
-1 +0 +0 5 -2.599058e-04 +1.197961e-05 
-1 +0 +0 6 -1.701196e-04 +2.111571e-06 
-1 +0 +0 7 -1.333822e-04 -3.580173e-06 
-1 +0 +0 8 -1.061190e-04 -5.851233e-06 
-1 +0 +0 9 -7.791803e-05 -6.433036e-06 
-1 +0 +0 10 -5.815337e-05 -7.792497e-06 
-1 +0 +0 11 -3.560465e-05 -7.894935e-06 
-1 +0 +0 12 -2.226206e-05 -7.414244e-06 
-1 +0 +0 13 -1.567906e-05 -6.895256e-06 
-1 +0 +0 14 -1.259265e-05 -6.527865e-06 
-1 +0 +0 15 -8.194111e-06 -4.027313e-06 
-1 +0 +0 16 -7.088463e-06 -3.061800e-06 
-1 +0 +0 17 -4.476210e-06 -1.469565e-06 
-1 +0 +0 18 -3.743328e-06 -2.567601e-06 
-1 +0 +0 19 -2.390569e-06 -2.112838e-06 
-1 +0 +0 20 -1.921047e-06 -1.867135e-06 
-1 +0 +0 21 -1.690328e-06 -1.505059e-06 
-1 +0 +0 22 -1.533537e-06 -5.036898e-07 
-1 +0 +0 23 -9.367277e-07 -4.159261e-07 
-1 +0 +0 24 -6.156232e-07 -2.567777e-07 
-1 +0 +0 25 -1.452816e-07 -1.657121e-07 
-1 +0 +0 26 -1.197032e-09 -3.030691e-08 
-1 +0 +0 27 +5.102672e-08 +4.073366e-08 
-1 +0 +0 28 +1.184723e-07 +6.869369e-08 
-1 +0 +0 29 +1.504490e-07 -2.436095e-08 
-1 +0 +0 30 +1.023596e-07 -4.178001e-08 
-1 +0 +0 31 +1.062504e-07 +1.861968e-08 
-1 +0 +0 32 +3.672072e-08 +5.125571e-08 
-1 +0 +0 33 -4.317802e-08 +5.029731e-08 
-1 +0 +0 34 -6.316025e-08 +3.184109e-08 
-1 +0 +0 35 -1.044602e-07 +6.022395e-08 
-1 +0 +0 36 -1.445234e-07 +1.141342e-07 
-1 +0 +0 37 -2.221589e-07 +2.753739e-07 
-1 +0 +0 38 -2.579861e-07 +3.556857e-07 
-1 +0 +0 39 -2.993195e-07 +2.981995e-07 
-1 +0 +0 40 -6.822693e-07 +6.612423e-07 
-1 +0 +0 41 -1.000628e-06 +1.289298e-06 
-1 +0 +0 42 -1.283214e-06 +1.509628e-06 
-1 +0 +0 43 -2.028864e-06 +2.175842e-06 
-1 +0 +0 44 -3.413974e-06 +2.408521e-06 
-1 +0 +0 45 -3.604023e-06 +2.654098e-06 
-1 +0 +0 46 -4.458351e-06 +3.136037e-06 
-1 +0 +0 47 -6.375752e-06 +3.903597e-06 
-1 +0 +0 48 -9.528935e-06 +5.432162e-06 
-1 +0 +0 49 -1.295959e-05 +7.310515e-06 
-1 +0 +0 50 -1.694109e-05 +8.178418e-06 
-1 +0 +0 51 -2.183788e-05 +1.175561e-05 
-1 +0 +0 52 -3.173802e-05 +1.488800e-05 
-1 +0 +0 53 -4.294953e-05 +1.778682e-05 
-1 +0 +0 54 -5.581239e-05 +2.299449e-05 
-1 +0 +0 55 -7.025870e-05 +2.353820e-05 
-1 +0 +0 56 -8.343743e-05 +3.246446e-05 
-1 +0 +0 57 -1.106987e-04 +4.323020e-05 
-1 +0 +0 58 -1.503143e-04 +5.525259e-05 
-1 +0 +0 59 -2.237184e-04 +5.092840e-05 
-1 +0 +0 60 -3.309031e-04 +4.856978e-05 
-1 +0 +0 61 -4.768439e-04 +4.116399e-05 
-1 +0 +0 62 -7.431738e-04 +5.261098e-05 
-1 +0 +0 63 -1.282150e-03 +1.444828e-05 
+1 +0 +0 0 -2.047199e-03 +2.980868e-05 
+1 +0 +0 1 -1.103529e-03 +3.809966e-05 
+1 +0 +0 2 -7.105170e-04 -8.719231e-07 
+1 +0 +0 3 -4.800536e-04 +2.573504e-06 
+1 +0 +0 4 -3.950262e-04 -1.756535e-05 
+1 +0 +0 5 -2.913389e-04 -1.134416e-05 
+1 +0 +0 6 -2.046955e-04 -6.515287e-06 
+1 +0 +0 7 -1.633070e-04 +5.224752e-06 
+1 +0 +0 8 -1.330494e-04 +1.068906e-05 
